year,CA,Alameda,Amador,Butte,Calaveras,Contra-Costa,Del Norte,El Dorado,Fresno,Glenn,Humboldt,Imperial,Kern,Kings,Lake,Lassen,Los Angeles,Madera,Marin,Mariposa,Mendocino,Merced,Mono,Monterey,Napa,Nevada,Orange,Placer,Plumas,Riverside,Sacramento,San Benito,San Bernardino,San Diego,San Francisco,San Joaquin,San Luis Obispo,San Mateo,Santa Barbara,Santa Clara,Santa Cruz,Shasta,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Trinity,Tulare,Tuolumne,Ventura,Yolo,Yuba,,Condo,LA Metro,Central Coast,Central Valley,Far North,Inland Empire,S.F. Bay Area,SoCal
2015,"$428,980 ","$610,130 ","$210,710 ","$231,730 ","$228,120 ","$442,440 ","$160,000 ","$375,000 ","$211,470 ","$162,500 ","$263,890 ",NA,"$195,000 ","$172,500 ","$163,330 ",NA,"$441,610 ","$245,000 ","$957,000 ","$268,750 ","$257,500 ","$168,750 ","$583,333 ","$420,000 ","$495,000 ","$339,290 ","$674,340 ","$375,980 ","$275,000 ","$306,060 ","$256,670 ","$435,000 ","$206,660 ","$496,380 ","$986,610 ","$263,360 ","$478,720 ","$1,012,500 ","$690,220 ","$815,000 ","$665,000 ","$216,130 ","$195,000 ","$315,000 ","$474,500 ","$230,790 ","$227,080 ","$164,290 ",NA,"$173,330 ","$236,360 ","$582,630 ","$307,500 ","$204,170 ",,"$351,790 ","$395,200 ","$520,000 ","$240,928 ",NA,"$267,070 ","$610,180 ","$420,000 "
2015,"$429,930 ","$651,950 ","$271,430 ","$247,320 ","$230,000 ","$476,340 ","$200,000 ","$384,880 ","$210,320 ","$220,000 ","$250,000 ",NA,"$217,500 ","$196,000 ","$184,290 ",NA,"$419,260 ","$217,500 ","$1,000,000 ","$250,000 ","$309,000 ","$168,750 ","$937,499 ","$500,000 ","$480,000 ","$320,000 ","$680,290 ","$375,380 ","$180,000 ","$323,220 ","$283,960 ","$450,000 ","$213,930 ","$499,000 ","$1,154,760 ","$270,750 ","$491,670 ","$1,200,000 ","$556,820 ","$915,130 ","$675,000 ","$225,860 ","$148,330 ","$330,000 ","$488,250 ","$237,680 ","$213,330 ","$150,000 ",NA,"$172,140 ","$195,000 ","$568,840 ","$372,860 ","$215,220 ",,"$367,480 ","$409,810 ","$550,000 ","$254,811 ",NA,"$282,400 ","$669,800 ","$435,000 "
2015,"$464,640 ","$713,060 ","$250,000 ","$233,930 ","$258,330 ","$491,780 ","$140,000 ","$393,400 ","$213,960 ","$190,000 ","$253,120 ",NA,"$208,550 ","$190,000 ","$225,000 ",NA,"$419,370 ","$198,750 ","$1,142,500 ","$275,000 ","$290,000 ","$190,000 ","$562,500 ","$510,000 ","$554,750 ","$330,360 ","$696,060 ","$383,330 ","$241,670 ","$331,710 ","$282,080 ","$474,900 ","$215,640 ","$530,650 ","$1,275,000 ","$272,500 ","$507,440 ","$1,300,000 ","$797,410 ","$932,100 ","$747,250 ","$223,750 ","$176,670 ","$350,000 ","$500,500 ","$242,170 ","$250,000 ","$163,330 ",NA,"$182,630 ","$232,140 ","$596,890 ","$334,720 ","$198,890 ",,"$381,250 ","$427,990 ","$595,000 ","$255,989 ",NA,"$290,240 ","$730,650 ","$449,000 "
2015,"$484,370 ","$742,340 ","$227,500 ","$253,850 ","$258,330 ","$553,030 ","$132,220 ","$405,170 ","$217,510 ","$153,330 ","$256,250 ",NA,"$215,050 ","$172,860 ","$200,000 ",NA,"$427,010 ","$222,500 ","$1,100,000 ","$245,830 ","$350,000 ","$204,840 ","$562,500 ","$455,000 ","$635,000 ","$336,760 ","$705,190 ","$394,570 ","$212,500 ","$333,520 ","$283,600 ","$465,000 ","$219,150 ","$530,810 ","$1,348,480 ","$280,870 ","$522,220 ","$1,280,000 ","$681,030 ","$960,000 ","$757,500 ","$230,930 ","$153,330 ","$339,000 ","$535,000 ","$243,800 ","$211,110 ","$167,500 ",NA,"$188,460 ","$230,000 ","$598,500 ","$376,190 ","$206,670 ",,"$381,340 ","$434,470 ","$580,000 ","$264,574 ",NA,"$288,290 ","$770,290 ","$455,000 "
2015,"$489,190 ","$763,740 ","$233,330 ","$261,110 ","$296,870 ","$557,060 ","$170,000 ","$436,510 ","$216,110 ","$170,000 ","$250,000 ",NA,"$228,600 ","$183,330 ","$217,190 ",NA,"$432,570 ","$222,060 ","$1,150,000 ","$250,000 ","$310,000 ","$203,570 ","$450,000 ","$530,000 ","$582,500 ","$340,620 ","$717,850 ","$403,420 ","$205,000 ","$332,490 ","$293,480 ","$444,990 ","$220,890 ","$538,660 ","$1,375,000 ","$280,000 ","$498,147 ","$1,330,000 ","$820,120 ","$993,000 ","$684,500 ","$231,030 ","$145,000 ","$355,000 ","$540,000 ","$245,570 ","$218,060 ","$186,000 ",NA,"$188,790 ","$241,670 ","$620,460 ","$393,180 ","$219,440 ",,"$389,880 ","$440,050 ","$579,000 ","$268,070 ",NA,"$288,960 ","$772,560 ","$460,000 "
2015,"$492,250 ","$750,000 ","$256,250 ","$253,660 ","$256,580 ","$555,000 ","$212,500 ","$410,320 ","$223,150 ","$253,120 ","$273,280 ",NA,"$219,330 ","$195,380 ","$211,670 ",NA,"$473,290 ","$199,000 ","$1,105,000 ","$281,250 ","$305,100 ","$206,080 ","$687,499 ","$485,000 ","$609,000 ","$341,300 ","$716,730 ","$402,870 ","$300,000 ","$337,380 ","$295,310 ","$479,000 ","$231,300 ","$569,530 ","$1,308,500 ","$296,030 ","$534,650 ","$1,300,000 ","$735,000 ","$990,000 ","$726,000 ","$235,170 ","$152,860 ","$353,000 ","$545,000 ","$249,670 ","$236,000 ","$200,000 ",NA,"$194,170 ","$248,610 ","$634,190 ","$393,590 ","$226,320 ",,"$393,900 ","$449,530 ","$590,000 ","$270,880 ",NA,"$297,230 ","$748,340 ","$474,000 "
2015,"$490,780 ","$765,000 ","$287,000 ","$265,000 ","$270,000 ","$550,000 ","$206,000 ","$420,750 ","$225,000 ","$177,500 ","$274,900 ",NA,"$229,700 ","$193,790 ","$212,000 ",NA,"$490,360 ","$215,000 ","$1,049,000 ","$277,000 ","$317,000 ","$195,900 ","$450,000 ","$479,500 ","$630,000 ","$321,000 ","$720,000 ","$395,000 ","$250,000 ","$335,000 ","$291,000 ","$450,000 ","$230,180 ","$549,000 ","$1,284,440 ","$290,000 ","$519,000 ","$1,300,440 ","$707,000 ","$965,000 ","$750,000 ","$233,000 ","$169,500 ","$350,000 ","$543,500 ","$250,000 ","$224,440 ","$202,500 ",NA,"$185,800 ","$274,000 ","$622,580 ","$382,500 ","$229,500 ",,"$387,830 ","$452,200 ","$580,000 ","$269,723 ",NA,"$294,790 ","$774,400 ","$472,000 "
2015,"$497,520 ","$735,000 ","$335,000 ","$264,250 ","$249,000 ","$560,000 ","$190,000 ","$383,000 ","$220,000 ","$206,000 ","$268,000 ",NA,"$225,000 ","$184,000 ","$215,000 ",NA,"$492,360 ","$211,500 ","$1,077,500 ","$277,500 ","$345,000 ","$190,000 ","$550,000 ","$470,000 ","$590,000 ","$325,000 ","$714,380 ","$403,000 ","$248,000 ","$335,000 ","$290,000 ","$460,000 ","$230,530 ","$539,000 ","$1,225,440 ","$291,500 ","$507,500 ","$1,234,000 ","$713,500 ","$973,000 ","$715,000 ","$230,000 ","$145,000 ","$360,000 ","$549,000 ","$248,000 ","$240,000 ","$156,000 ",NA,"$191,250 ","$244,800 ","$620,150 ","$387,000 ","$222,000 ",,"$391,652 ","$446,910 ","$554,750 ","$271,096 ",NA,"$293,970 ","$748,680 ","$460,000 "
2015,"$484,670 ","$731,000 ","$240,500 ","$248,000 ","$262,000 ","$525,000 ","$216,500 ","$399,000 ","$220,000 ","$231,250 ","$270,000 ",NA,"$219,900 ","$198,000 ","$225,000 ",NA,"$517,750 ","$218,480 ","$1,050,000 ","$236,150 ","$340,000 ","$205,050 ","$550,000 ","$480,000 ","$617,500 ","$339,900 ","$705,000 ","$390,000 ","$267,500 ","$329,000 ","$290,700 ","$466,000 ","$229,890 ","$525,000 ","$1,189,000 ","$295,000 ","$518,000 ","$1,200,000 ","$745,000 ","$955,000 ","$755,000 ","$238,450 ","$175,000 ","$350,000 ","$541,500 ","$252,000 ","$231,000 ","$192,500 ",NA,"$189,540 ","$249,000 ","$599,710 ","$409,000 ","$230,000 ",,"$388,740 ","$440,870 ","$590,000 ","$268,732 ",NA,"$289,690 ","$734,330 ","$454,900 "
2015,"$478,780 ","$710,000 ","$267,000 ","$262,000 ","$246,940 ","$505,000 ","$249,000 ","$385,000 ","$215,000 ","$201,500 ","$255,000 ",NA,"$210,000 ","$180,000 ","$210,000 ",NA,"$509,570 ","$202,500 ","$1,200,000 ","$248,750 ","$353,500 ","$195,000 ","$599,000 ","$486,000 ","$655,000 ","$330,500 ","$700,000 ","$397,500 ","$264,760 ","$330,000 ","$290,000 ","$487,500 ","$231,330 ","$520,500 ","$1,295,000 ","$280,000 ","$526,650 ","$1,188,940 ","$725,000 ","$951,000 ","$743,750 ","$234,500 ","$187,000 ","$342,500 ","$529,750 ","$259,000 ","$250,000 ","$195,250 ",NA,"$191,450 ","$250,000 ","$604,610 ","$370,000 ","$228,500 ",,"$390,850 ","$443,540 ","$570,000 ","$266,985 ",NA,"$293,090 ","$732,070 ","$460,000 "
2015,"$477,060 ","$730,000 ","$285,000 ","$235,000 ","$246,250 ","$550,000 ","$265,000 ","$394,950 ","$225,000 ","$190,000 ","$275,000 ",NA,"$219,000 ","$185,000 ","$256,000 ",NA,"$457,870 ","$220,000 ","$1,200,000 ","$276,000 ","$369,000 ","$215,000 ","$548,000 ","$512,500 ","$689,400 ","$341,250 ","$705,000 ","$397,750 ","$213,500 ","$330,000 ","$290,000 ","$512,500 ","$236,220 ","$532,380 ","$1,300,000 ","$292,500 ","$530,810 ","$1,195,000 ","$650,000 ","$965,000 ","$703,750 ","$236,250 ","$160,000 ","$355,000 ","$527,000 ","$249,500 ","$260,000 ","$150,000 ",NA,"$174,900 ","$238,750 ","$623,400 ","$400,000 ","$202,000 ",,"$397,350 ","$441,390 ","$576,500 ","$269,495 ",NA,"$293,220 ","$745,440 ","$459,000 "
2015,"$489,770 ","$731,500 ","$275,000 ","$256,500 ","$270,000 ","$500,000 ","$195,000 ","$413,750 ","$225,000 ","$174,500 ","$285,000 ",NA,"$215,000 ","$200,000 ","$218,000 ",NA,"$502,750 ","$228,500 ","$1,100,000 ","$224,900 ","$360,000 ","$211,000 ","$995,000 ","$520,000 ","$595,500 ","$350,000 ","$700,000 ","$395,000 ","$264,500 ","$341,000 ","$296,500 ","$452,500 ","$234,080 ","$530,000 ","$1,204,000 ","$285,000 ","$549,000 ","$1,194,000 ","$602,500 ","$920,000 ","$703,940 ","$234,570 ","$141,750 ","$349,450 ","$549,000 ","$249,950 ","$222,000 ","$185,000 ",NA,"$195,500 ","$229,000 ","$601,910 ","$354,750 ","$233,000 ",,"$393,510 ","$448,930 ","$598,000 ","$268,925 ",NA,"$300,130 ","$729,690 ","$460,000 "
2016,"$467,160 ","$700,000 ","$215,500 ","$260,000 ","$258,750 ","$500,000 ","$157,000 ","$405,000 ","$216,000 ","$159,975 ","$247,800 ",NA,"$215,000 ","$190,000 ","$235,000 ","$105,000 ","$480,950 ","$227,500 ","$952,500 ","$279,000 ","$355,000 ","$193,950 ","$475,000 ","$500,000 ","$584,500 ","$339,500 ","$699,900 ","$405,000 ","$342,000 ","$328,000 ","$281,000 ","$480,000 ","$234,460 ","$530,000 ","$1,160,000 ","$290,000 ","$540,000 ","$1,077,500 ","$748,000 ","$895,000 ","$694,500 ","$226,250 ","$195,000 ","$354,000 ","$550,000 ","$245,000 ","$213,700 ","$190,000 ",NA,"$195,000 ","$210,000 ","$638,590 ","$345,000 ","$210,000 ",,"$380,110 ","$434,000 ","$580,000 ","$261,889 ","$227,000 ","$291,920 ","$690,000 ","$450,000 "
2016,"$444,780 ","$715,000 ","$275,000 ","$264,960 ","$262,500 ","$529,000 ","$175,000 ","$422,000 ","$214,250 ","$197,500 ","$265,540 ",NA,"$220,000 ","$205,000 ","$190,000 ","$135,000 ","$444,410 ","$219,920 ","$1,141,400 ","$264,250 ","$382,500 ","$199,000 ","$282,450 ","$497,980 ","$650,000 ","$295,950 ","$705,000 ","$417,000 ","$269,000 ","$330,000 ","$299,000 ","$464,500 ","$226,870 ","$523,500 ","$1,410,000 ","$295,000 ","$518,000 ","$1,200,000 ","$735,000 ","$942,500 ","$794,500 ","$212,250 ","$168,000 ","$361,500 ","$540,000 ","$250,000 ","$230,000 ","$170,750 ",NA,"$190,000 ","$256,500 ","$610,820 ","$379,500 ","$225,000 ",,"$387,370 ","$429,980 ","$555,123 ","$265,436 ","$219,000 ","$290,270 ","$698,950 ","$450,000 "
2016,"$484,120 ","$758,000 ","$307,000 ","$286,810 ","$270,000 ","$548,780 ","$199,000 ","$435,010 ","$231,000 ","$196,000 ","$280,000 ",NA,"$220,000 ","$205,000 ","$242,450 ","$112,000 ","$441,700 ","$219,500 ","$1,187,500 ","$227,500 ","$379,000 ","$185,000 ","$580,000 ","$490,000 ","$650,000 ","$364,900 ","$720,200 ","$405,000 ","$225,000 ","$350,000 ","$305,000 ","$495,000 ","$237,350 ","$550,000 ","$1,355,000 ","$295,000 ","$550,000 ","$1,205,000 ","$569,000 ","$1,065,000 ","$790,000 ","$222,250 ","$151,000 ","$370,000 ","$560,000 ","$262,000 ","$232,000 ","$189,500 ",NA,"$198,000 ","$244,900 ","$620,020 ","$362,500 ","$235,450 ",,"$399,740 ","$448,420 ","$573,000 ","$275,943 ","$230,000 ","$309,890 ","$761,090 ","$469,000 "
2016,"$509,240 ","$800,000 ","$235,000 ","$272,750 ","$276,000 ","$565,000 ","$315,000 ","$432,000 ","$229,000 ","$225,000 ","$277,500 ",NA,"$215,600 ","$202,000 ","$240,500 ","$152,950 ","$457,180 ","$215,000 ","$1,200,000 ","$235,000 ","$331,000 ","$205,000 ","$316,500 ","$529,900 ","$629,980 ","$327,500 ","$735,000 ","$429,500 ","$277,000 ","$350,000 ","$309,000 ","$479,000 ","$236,850 ","$557,000 ","$1,400,000 ","$300,500 ","$535,000 ","$1,312,500 ","$725,000 ","$1,085,000 ","$775,500 ","$223,950 ","$166,000 ","$380,000 ","$569,000 ","$265,000 ","$232,000 ","$184,000 ",NA,"$207,250 ","$253,750 ","$630,100 ","$419,000 ","$240,000 ",,"$409,410 ","$460,940 ","$607,000 ","$281,556 ","$234,500 ","$310,840 ","$831,180 ","$479,900 "
2016,"$519,930 ","$828,000 ","$268,500 ","$271,000 ","$287,500 ","$595,000 ","$189,500 ","$429,500 ","$232,000 ","$175,000 ","$270,000 ",NA,"$225,000 ","$215,000 ","$238,000 ","$134,450 ","$467,290 ","$213,500 ","$1,237,500 ","$299,000 ","$330,000 ","$223,500 ","$585,000 ","$540,000 ","$645,770 ","$354,000 ","$731,750 ","$427,000 ","$225,000 ","$355,000 ","$317,950 ","$479,000 ","$245,080 ","$565,000 ","$1,360,000 ","$320,000 ","$540,000 ","$1,392,500 ","$689,000 ","$1,100,000 ","$800,000 ","$229,000 ","$175,000 ","$385,500 ","$580,000 ","$265,000 ","$235,000 ","$170,000 ",NA,"$205,000 ","$242,500 ","$617,740 ","$398,000 ","$225,000 ",,"$411,120 ","$469,090 ","$610,000 ","$285,761 ","$235,000 ","$315,980 ","$848,580 ","$490,000 "
2016,"$518,980 ","$803,000 ","$319,000 ","$275,000 ","$315,000 ","$625,000 ","$198,750 ","$461,550 ","$241,000 ","$205,000 ","$284,000 ",NA,"$239,700 ","$207,000 ","$259,000 ","$166,000 ","$502,190 ","$230,380 ","$1,218,500 ","$264,000 ","$350,000 ","$213,500 ","$664,250 ","$537,000 ","$619,000 ","$352,000 ","$754,000 ","$430,000 ","$270,000 ","$360,000 ","$329,000 ","$511,500 ","$245,220 ","$560,000 ","$1,350,000 ","$315,000 ","$525,000 ","$1,306,250 ","$742,000 ","$1,050,000 ","$800,000 ","$243,000 ","$215,000 ","$390,000 ","$608,000 ","$276,000 ","$251,000 ","$235,000 ",NA,"$210,000 ","$245,000 ","$662,500 ","$399,900 ","$250,000 ",,"$413,260 ","$473,670 ","$615,000 ","$293,457 ","$250,000 ","$319,100 ","$841,960 ","$495,000 "
2016,"$511,420 ","$800,000 ","$275,000 ","$288,750 ","$291,000 ","$625,000 ","$201,280 ","$425,000 ","$235,700 ","$225,000 ","$307,900 ",NA,"$233,500 ","$215,000 ","$245,250 ","$165,000 ","$513,700 ","$233,000 ","$1,150,000 ","$270,000 ","$345,000 ","$215,000 ","$534,600 ","$539,750 ","$634,380 ","$359,000 ","$734,000 ","$435,000 ","$245,000 ","$359,900 ","$320,000 ","$485,000 ","$248,000 ","$560,000 ","$1,362,500 ","$308,500 ","$549,000 ","$1,350,000 ","$583,800 ","$1,045,000 ","$756,500 ","$229,450 ","$214,000 ","$381,000 ","$572,500 ","$270,000 ","$275,000 ","$184,000 ",NA,"$215,000 ","$245,000 ","$615,000 ","$389,000 ","$254,500 ",,"$421,830 ","$465,000 ","$580,000 ","$291,095 ","$243,500 ","$317,950 ","$810,510 ","$490,000 "
2016,"$527,490 ","$775,000 ","$257,500 ","$264,120 ","$310,000 ","$570,000 ","$174,500 ","$425,000 ","$239,000 ","$230,500 ","$290,000 ",NA,"$220,000 ","$209,220 ","$234,500 ","$185,000 ","$520,400 ","$245,000 ","$1,200,000 ","$311,500 ","$362,500 ","$220,000 ","$532,500 ","$515,000 ","$625,000 ","$343,000 ","$749,000 ","$430,000 ","$275,000 ","$355,000 ","$323,500 ","$538,380 ","$240,500 ","$563,000 ","$1,257,500 ","$325,000 ","$535,000 ","$1,250,000 ","$775,000 ","$975,000 ","$824,000 ","$248,000 ","$204,500 ","$410,000 ","$585,000 ","$272,750 ","$267,410 ","$202,000 ",NA,"$204,900 ","$266,450 ","$609,000 ","$410,480 ","$249,900 ",,"$419,260 ","$473,300 ","$648,900 ","$290,751 ","$245,500 ","$316,630 ","$777,160 ","$495,000 "
2016,"$516,450 ","$760,000 ","$243,500 ","$275,000 ","$285,000 ","$549,900 ","$239,500 ","$419,000 ","$240,000 ","$220,500 ","$290,000 ",NA,"$215,000 ","$197,000 ","$220,000 ","$161,090 ","$550,705 ","$240,000 ","$1,165,000 ","$332,500 ","$370,000 ","$214,000 ","$465,000 ","$566,500 ","$650,000 ","$348,700 ","$739,000 ","$430,240 ","$278,500 ","$352,250 ","$317,500 ","$527,500 ","$251,750 ","$569,000 ","$1,218,750 ","$322,000 ","$574,750 ","$1,290,000 ","$732,500 ","$1,000,000 ","$774,500 ","$239,000 ","$192,000 ","$389,500 ","$590,000 ","$270,000 ","$247,500 ","$219,000 ",NA,"$209,900 ","$242,500 ","$583,800 ","$407,000 ","$245,000 ",,"$414,570 ","$463,330 ","$632,000 ","$289,604 ","$244,000 ","$319,350 ","$770,150 ","$498,000 "
2016,"$513,520 ","$775,000 ","$276,500 ","$293,000 ","$300,050 ","$535,650 ","$264,500 ","$419,000 ","$240,000 ","$185,050 ","$305,000 ",NA,"$227,000 ","$217,000 ","$262,500 ","$142,500 ","$536,760 ","$225,000 ","$1,225,000 ","$267,250 ","$360,000 ","$233,250 ","$379,000 ","$499,900 ","$618,250 ","$360,000 ","$750,000 ","$436,000 ","$215,000 ","$355,950 ","$320,000 ","$506,000 ","$245,000 ","$576,620 ","$1,407,500 ","$320,000 ","$538,500 ","$1,350,000 ","$595,000 ","$1,047,500 ","$799,900 ","$249,000 ","$182,500 ","$392,500 ","$595,000 ","$280,000 ","$250,500 ","$163,000 ",NA,"$205,000 ","$221,000 ","$599,000 ","$381,250 ","$236,000 ",,"$419,820 ","$464,110 ","$575,000 ","$293,911 ","$250,000 ","$314,210 ","$803,190 ","$489,000 "
2016,"$502,490 ","$800,000 ","$275,000 ","$279,000 ","$268,500 ","$569,000 ","$225,000 ","$442,000 ","$238,000 ","$215,000 ","$289,000 ",NA,"$225,000 ","$210,000 ","$259,000 ","$144,500 ","$487,060 ","$216,950 ","$1,050,000 ","$258,250 ","$371,500 ","$215,000 ","$618,750 ","$515,000 ","$637,500 ","$358,500 ","$734,500 ","$427,000 ","$266,000 ","$352,500 ","$325,000 ","$503,090 ","$250,000 ","$557,000 ","$1,360,500 ","$319,000 ","$560,000 ","$1,216,750 ","$719,500 ","$1,010,000 ","$795,000 ","$250,000 ","$183,000 ","$380,000 ","$578,000 ","$271,500 ","$259,000 ","$235,000 ",NA,"$217,500 ","$260,000 ","$625,000 ","$375,000 ","$265,000 ",,"$416,860 ","$461,440 ","$608,000 ","$292,339 ","$248,000 ","$317,620 ","$809,150 ","$483,000 "
2016,"$510,560 ","$755,000 ","$272,500 ","$294,250 ","$288,000 ","$550,000 ","$232,250 ","$434,500 ","$239,500 ","$197,500 ","$295,000 ",NA,"$220,000 ","$215,000 ","$210,000 ","$159,000 ","$522,520 ","$237,500 ","$1,118,700 ","$227,000 ","$366,000 ","$235,000 ","$528,500 ","$497,000 ","$605,000 ","$355,000 ","$745,000 ","$425,000 ","$230,000 ","$360,000 ","$314,940 ","$475,000 ","$255,000 ","$568,000 ","$1,315,210 ","$326,750 ","$559,000 ","$1,332,500 ","$735,000 ","$965,000 ","$805,000 ","$235,750 ","$255,000 ","$405,000 ","$585,000 ","$275,000 ","$253,500 ","$204,250 ",NA,"$204,950 ","$253,380 ","$589,150 ","$405,000 ","$247,450 ",,"$403,170 ","$464,640 ","$598,000 ","$287,464 ","$245,000 ","$321,330 ","$775,820 ","$485,000 "
2017,"$491,840 ","$755,000 ","$295,000 ","$264,000 ","$285,000 ","$540,000 ","$218,500 ","$414,250 ","$238,000 ","$221,000 ","$296,500 ",NA,"$215,000 ","$200,000 ","$215,000 ","$175,000 ","$509,130 ","$237,500 ","$1,150,000 ","$272,450 ","$417,500 ","$225,500 ","$526,750 ","$572,500 ","$662,500 ","$366,500 ","$740,000 ","$425,000 ","$300,250 ","$357,500 ","$305,000 ","$550,000 ","$245,440 ","$550,000 ","$1,250,000 ","$307,500 ","$536,000 ","$1,150,000 ","$710,000 ","$927,500 ","$800,000 ","$233,380 ","$239,000 ","$387,400 ","$579,500 ","$279,750 ","$252,000 ","$210,000 ",NA,"$202,500 ","$279,450 ","$587,250 ","$380,000 ","$250,000 ",,"$399,760 ","$450,710 ","$598,500 ","$281,061 ","$238,000 ","$312,500 ","$730,200 ","$474,000 "
2017,"$480,270 ","$786,000 ","$265,000 ","$290,000 ","$294,500 ","$554,250 ","$265,000 ","$419,500 ","$230,000 ","$181,500 ","$297,500 ",NA,"$218,000 ","$222,500 ","$230,000 ","$171,000 ","$470,200 ","$230,000 ","$1,174,500 ","$335,000 ","$381,500 ","$231,000 ","$520,880 ","$535,000 ","$660,000 ","$390,000 ","$745,000 ","$435,000 ","$210,000 ","$367,250 ","$324,900 ","$517,500 ","$265,000 ","$559,950 ","$1,276,000 ","$314,730 ","$556,000 ","$1,352,000 ","$844,000 ","$1,100,000 ","$799,000 ","$235,000 ","$240,000 ","$382,500 ","$598,640 ","$270,500 ","$269,120 ","$225,000 ",NA,"$216,500 ","$287,500 ","$582,500 ","$372,000 ","$256,500 ",,"$407,100 ","$454,520 ","$628,500 ","$285,962 ","$249,000 ","$327,440 ","$784,470 ","$480,000 "
2017,"$518,600 ","$833,750 ","$314,900 ","$287,500 ","$292,000 ","$585,000 ","$130,000 ","$450,000 ","$247,250 ","$211,000 ","$295,000 ",NA,"$225,000 ","$215,000 ","$215,000 ","$182,000 ","$465,810 ","$239,000 ","$1,250,000 ","$285,000 ","$395,000 ","$229,500 ","$1,022,500 ","$562,450 ","$675,000 ","$383,750 ","$760,000 ","$440,000 ","$565,000 ","$375,000 ","$326,750 ","$525,000 ","$260,000 ","$571,000 ","$1,350,000 ","$320,000 ","$547,500 ","$1,350,000 ","$810,000 ","$1,130,000 ","$814,500 ","$239,000 ","$184,000 ","$400,000 ","$635,000 ","$271,450 ","$258,000 ","$201,000 ",NA,"$210,000 ","$270,500 ","$627,000 ","$393,000 ","$254,900 ",,"$425,000 ","$472,080 ","$620,000 ","$288,459 ","$249,000 ","$335,000 ","$830,000 ","$498,000 "
2017,"$537,950 ","$875,000 ","$327,000 ","$302,900 ","$318,500 ","$653,694 ","$239,000 ","$474,500 ","$244,090 ","$230,000 ","$300,000 ",NA,"$236,750 ","$232,000 ","$248,468 ","$175,500 ","$480,230 ","$240,000 ","$1,325,000 ","$273,000 ","$358,000 ","$247,915 ","$516,250 ","$569,000 ","$685,000 ","$424,000 ","$775,000 ","$460,000 ","$239,000 ","$379,000 ","$326,000 ","$521,000 ","$255,500 ","$590,000 ","$1,402,500 ","$340,000 ","$572,500 ","$1,500,000 ","$569,000 ","$1,160,000 ","$815,000 ","$243,250 ","$200,000 ","$400,000 ","$608,000 ","$283,000 ","$249,500 ","$207,000 ",NA,"$214,900 ","$270,000 ","$635,000 ","$386,750 ","$267,500 ",,"$436,390 ","$480,000 ","$651,000 ","$301,193 ","$252,900 ","$335,000 ","$885,000 ","$510,000 "
2017,"$550,239 ","$862,000 ","$350,000 ","$308,000 ","$300,000 ","$653,000 ","$220,000 ","$469,000 ","$250,000 ","$200,000 ","$289,500 ",NA,"$230,000 ","$211,000 ","$240,000 ","$192,500 ","$492,040 ","$249,000 ","$1,315,000 ","$271,000 ","$410,000 ","$243,500 ","$627,500 ","$617,000 ","$673,250 ","$389,000 ","$795,000 ","$460,000 ","$285,000 ","$375,000 ","$342,100 ","$520,000 ","$272,500 ","$605,000 ","$1,501,680 ","$331,950 ","$569,000 ","$1,480,000 ","$725,000 ","$1,200,000 ","$875,000 ","$255,000 ","$211,500 ","$415,000 ","$625,000 ","$290,000 ","$283,000 ","$203,000 ",NA,"$225,000 ","$299,000 ","$636,500 ","$453,450 ","$255,570 ",,"$440,890 ","$488,720 ","$650,000 ","$311,166 ","$269,500 ","$340,710 ","$935,000 ","$520,000 "
2017,"$555,410 ","$900,000 ","$337,500 ","$306,500 ","$310,000 ","$660,000 ","$165,000 ","$499,000 ","$260,000 ","$210,000 ","$302,500 ",NA,"$229,450 ","$230,000 ","$259,500 ","$195,000 ","$548,220 ","$274,900 ","$1,272,500 ","$300,000 ","$445,000 ","$250,100 ","$482,850 ","$624,500 ","$685,000 ","$380,000 ","$795,000 ","$472,000 ","$297,000 ","$385,000 ","$347,000 ","$535,000 ","$270,000 ","$612,750 ","$1,469,000 ","$340,000 ","$556,000 ","$1,433,750 ","$767,500 ","$1,182,500 ","$860,000 ","$269,900 ","$235,000 ","$420,000 ","$627,250 ","$289,000 ","$277,000 ","$187,500 ",NA,"$225,450 ","$287,000 ","$637,500 ","$445,000 ","$275,470 ",,"$451,450 ","$500,000 ","$665,550 ","$318,220 ","$270,000 ","$345,000 ","$900,000 ","$525,000 "
2017,"$549,460 ","$875,500 ","$320,000 ","$299,900 ","$324,500 ","$633,250 ","$204,900 ","$480,500 ","$258,000 ","$205,000 ","$307,500 ",NA,"$235,000 ","$222,000 ","$265,000 ","$171,000 ","$566,240 ","$279,250 ","$1,224,000 ","$262,500 ","$370,000 ","$260,000 ","$578,000 ","$629,000 ","$695,000 ","$398,500 ","$785,000 ","$453,000 ","$325,000 ","$385,500 ","$353,000 ","$535,000 ","$266,250 ","$613,000 ","$1,428,000 ","$350,000 ","$590,000 ","$1,500,000 ","$611,000 ","$1,165,000 ","$815,000 ","$255,000 ","$215,000 ","$420,000 ","$645,000 ","$297,000 ","$280,300 ","$206,750 ",NA,"$219,950 ","$292,500 ","$648,500 ","$426,750 ","$266,890 ",,"$443,160 ","$508,810 ","$650,000 ","$318,929 ","$269,000 ","$344,040 ","$890,430 ","$531,000 "
